Clone,Main Source,Growth Condition,Well,Harmonic Mean,Growth Cond. Classification
RS6PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.8627943621,Class A
RS6PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.9744400162,Class A
RS6PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.9804176929,Class A
RS6PM2,Sulfur,Taurine: 0.3%,F11,1.0034899847,Class A
RS6PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.9101073634,Class A
RS6PM2,Phosphorus,Blank1: 0%,G1,0.4580539299,Class C
RS6PM2,Phosphorus,Blank3: 0%,G2,0.4111516165,Class C
RS6PM2,Phosphorus,Blank5: 0%,G3,0.367024333,Class C
RS6PM2,Phosphorus,Blank7: 0%,G4,0.3585283734,Class C
RS6PM2,Phosphorus,Blank9: 0%,G5,0.3637623614,Class C
RS6PM2,Phosphorus,Blank11: 0%,G6,0.3818674577,Class C
RS6PM2,Phosphorus,Blank14: 0%,G7,0.3811518905,Class C
RS6PM2,Phosphorus,Blank17: 0%,G8,0.3637994586,Class C
RS6PM2,Phosphorus,Blank20: 0%,G9,0.3794749116,Class C
RS6PM2,Phosphorus,Blank23: 0%,G10,0.382612209,Class C
RS6PM2,Phosphorus,Blank26: 0%,G11,0.39801766,Class C
RS6PM2,Phosphorus,Blank30: 0%,G12,0.4652720779,Class C
RS6PM2,Phosphorus,Negative Control2: 0%,H1,0.4795110075,Class C
RS6PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.822083405,Class A
RS6PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,1.4755044079,Class A
RS6PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.1431236838,Class A
RS6PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.2621470222,Class A
RS6PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.4233344463,Class A
RS6PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.2349364309,Class A
RS6PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.0850301348,Class A
RS6PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.3242535822,Class A
RS6PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.9704973782,Class A
RS6PM2,Phosphorus,Blank27: 0%,H11,0.406625439,Class C
RS6PM2,Phosphorus,Blank31: 0%,H12,0.44624717,Class C
RS7PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.4682675597,Class C
RS7PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.9777884478,Class A
RS7PM2,Nitrogen,L-Alanine: 0.3%,A3,0.2291794534,Class D
RS7PM2,Nitrogen,L-Methione: 0.2%,A4,0.3323648339,Class C
RS7PM2,Nitrogen,Positive Control: 0%,A5,0.7609772002,Class A
RS7PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.8811628649,Class A
RS7PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.3028565827,Class D
RS7PM2,Nitrogen,L-Serine: 0.3%,A8,0.5158476414,Class B
RS7PM2,Nitrogen,L-Threonine: 0.2%,A9,0.2426929613,Class D
RS7PM2,Nitrogen,L-Leucine: 0.3%,A10,0.2643311035,Class D
RS7PM2,Nitrogen,L-Lysine: 0.3%,A11,0.2612598758,Class D
RS7PM2,Nitrogen,Negative Control: 0%,A12,0.1910833955,Class D
RS7PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.2299938576,Class D
RS7PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.2289141902,Class D
RS7PM2,Nitrogen,D-Alanine: 0.3%,B3,0.410193443,Class C
RS7PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.393781039,Class C
RS7PM2,Nitrogen,D-Asparate: 0.3%,B5,0.3075049352,Class D
RS7PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.433042275,Class C
RS7PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.22936539,Class D
RS7PM2,Nitrogen,D-Serine: 0.3%,B8,0.342124612,Class C
RS7PM2,Nitrogen,L-Valine: 0.2%,B9,0.2744157357,Class D
RS7PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.267244861,Class D
RS7PM2,Nitrogen,Tyrosine: 0.3%,B11,0.2867598879,Class D
RS7PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.2911137136,Class D
RS7PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.6055520698,Class B
RS7PM2,Nitrogen,Putrescine: 0.3%,C2,0.6656817453,Class B
RS7PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.311071993,Class D
RS7PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2362588844,Class D
RS7PM2,Nitrogen,Thymidine: 0.3%,C5,0.2868078174,Class D
RS7PM2,Nitrogen,Acetamide: 0.3%,C6,0.6481660097,Class B
RS7PM2,Nitrogen,Blank12: 0%,C7,0.2807894675,Class D
RS7PM2,Nitrogen,Blank15: 0%,C8,0.2681765004,Class D
RS7PM2,Nitrogen,Blank18: 0%,C9,0.2739249456,Class D
RS7PM2,Nitrogen,Blank21: 0%,C10,0.2615869962,Class D
RS7PM2,Nitrogen,Blank24: 0%,C11,0.2595992664,Class D
RS7PM2,Nitrogen,Blank28: 0%,C12,0.2708032789,Class D
RS7PM2,Sulfur,Negative Control1: 0%,D1,0.7564722683,Class A
RS7PM2,Sulfur,Blank2: 0%,D2,0.7835840976,Class A
RS7PM2,Sulfur,Blank4: 0%,D3,0.8458563339,Class A
RS7PM2,Sulfur,Blank6: 0%,D4,0.7937406052,Class A
RS7PM2,Sulfur,Blank8: 0%,D5,0.7764661916,Class A
RS7PM2,Sulfur,Blank10: 0%,D6,0.7883123927,Class A
RS7PM2,Sulfur,Blank13: 0%,D7,0.7799093326,Class A
RS7PM2,Sulfur,Blank16: 0%,D8,0.8288396641,Class A
RS7PM2,Sulfur,Blank19: 0%,D9,0.8440204555,Class A
RS7PM2,Sulfur,Blank22: 0%,D10,0.8177338208,Class A
RS7PM2,Sulfur,Blank25: 0%,D11,0.7620152527,Class A
RS7PM2,Sulfur,Blank29: 0%,D12,0.795914516,Class A
RS7PM2,Sulfur,L-Methionine: 0.3%,E1,0.4853255516,Class C
RS7PM2,Sulfur,L-Cysteine: 0.3%,E2,0.8697252477,Class A
RS7PM2,Sulfur,L-Cysteate: 0.3%,E3,0.7695146277,Class A
RS7PM2,Sulfur,Glutathione: 0.2%,E4,0.8404742602,Class A
RS7PM2,Sulfur,Thiourea: 0.3%,E5,0.8779352804,Class A
RS7PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.7885353016,Class A
RS7PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.5988684581,Class B
RS7PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.7860146039,Class A
RS7PM2,Sulfur,Taurocholate: 0.3%,E9,0.7576662487,Class A
RS7PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.8001824814,Class A
RS7PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.8658762792,Class A
RS7PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.9313855872,Class A
RS7PM2,Sulfur,D-Methionine: 0.2%,F1,0.8615284755,Class A
RS7PM2,Sulfur,D-Cysteine: 0.3%,F2,0.5871667417,Class B
RS7PM2,Sulfur,Isethionate: 0.3%,F3,0.8737331155,Class A
RS7PM2,Sulfur,Sulfanate: 0.2%,F4,0.6520617108,Class B
RS7PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.6581393722,Class B
RS7PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.9788085686,Class A
RS7PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.3221114986,Class C
RS7PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.6810610728,Class B
RS7PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.8061245505,Class A
RS7PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.8417039721,Class A
RS7PM2,Sulfur,Taurine: 0.3%,F11,0.9113342418,Class A
RS7PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.6388509741,Class B
RS7PM2,Phosphorus,Blank1: 0%,G1,0.3056912727,Class D
RS7PM2,Phosphorus,Blank3: 0%,G2,0.3101765561,Class D
RS7PM2,Phosphorus,Blank5: 0%,G3,0.3143375467,Class D
RS7PM2,Phosphorus,Blank7: 0%,G4,0.3721856341,Class C
RS7PM2,Phosphorus,Blank9: 0%,G5,0.3768212313,Class C
RS7PM2,Phosphorus,Blank11: 0%,G6,0.4109389713,Class C
RS7PM2,Phosphorus,Blank14: 0%,G7,0.3190609113,Class D
RS7PM2,Phosphorus,Blank17: 0%,G8,0.3298536751,Class C
RS7PM2,Phosphorus,Blank20: 0%,G9,0.2793690122,Class D
RS7PM2,Phosphorus,Blank23: 0%,G10,0.2982745453,Class D
RS7PM2,Phosphorus,Blank26: 0%,G11,0.2961457707,Class D
RS7PM2,Phosphorus,Blank30: 0%,G12,0.2706800921,Class D
RS7PM2,Phosphorus,Negative Control2: 0%,H1,0.3284633877,Class C
RS7PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.7726000887,Class A
RS7PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.8486309766,Class A
RS7PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.9605976801,Class A
RS7PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,0.9401548643,Class A
RS7PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.087542893,Class A
RS7PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.0280628844,Class A
RS7PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,0.8539695917,Class A
RS7PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.0512113967,Class A
RS7PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.9257385189,Class A
RS7PM2,Phosphorus,Blank27: 0%,H11,0.3522851249,Class C
RS7PM2,Phosphorus,Blank31: 0%,H12,0.3115098918,Class D
