Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS2PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2668681529	Class D
RS2PM1	Carbon	Lactulose, 0.3%	A5	0.2970070633	Class D
RS2PM1	Carbon	Glycerol, 0.3%	A6	0.4241461464	Class C
RS2PM1	Carbon	Myo-Inositol, 0.3%	A7	0.4001193847	Class C
RS2PM1	Carbon	D-Serine, 0.3%	A8	0.2990875	Class D
RS2PM1	Carbon	D-Galactose, 0.3%	A9	0.3151709797	Class D
RS2PM1	Carbon	Oxalate, 0.2%	A10	0.2628433185	Class D
RS2PM1	Carbon	Malate, 0.3%	A11	0.2832096541	Class D
RS2PM1	Carbon	L-Methionine, 0.2%	A12	0.2479350975	Class D
RS2PM1	Carbon	Glycine, 0.3%	B1	0.2995642357	Class D
RS2PM1	Carbon	Negative Control, 0%	B2	0.310401052	Class D
RS2PM1	Carbon	Quinic Acid, 0.3%	B3	0.3203666917	Class C
RS2PM1	Carbon	Sodium Succinate, 0.3%	B4	0.4580736202	Class C
RS2PM1	Carbon	Dulcitol, 0.3%	B5	0.3739324645	Class C
RS2PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.5819878324	Class B
RS2PM1	Carbon	L-Xylose, 0.3%	B7	0.3070748511	Class D
RS2PM1	Carbon	L-Aspartate, 0.2%	B8	0.4955494992	Class C
RS2PM1	Carbon	D-Fructose, 0.3%	B9	0.4977624594	Class C
RS2PM1	Carbon	L-Valine, 0.2%	B10	0.2974790638	Class D
RS2PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.3782214746	Class C
RS2PM1	Carbon	Lactate, 0.3%	B12	0.3696466794	Class C
RS2PM1	Carbon	Citrate, 0.3%	C1	0.2952758703	Class D
RS2PM1	Carbon	D-Mannose, 0.3%	C2	0.5032962166	Class B
RS2PM1	Carbon	L-Serine, 0.3%	C3	0.3251969474	Class C
RS2PM1	Carbon	D-Salicin, 0.3%	C4	0.481776617	Class C
RS2PM1	Carbon	D-Cellubiose, 0.3%	C5	0.4550362661	Class C
RS2PM1	Carbon	Adonitol, 0.3%	C6	0.3113994149	Class D
RS2PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.0037041596	Class A
RS2PM1	Carbon	L-Sorbose, 0.3%	C8	0.3159412378	Class D
RS2PM1	Carbon	D-Arabitol, 0.3%	C9	0.3019867995	Class D
RS2PM1	Carbon	L-Lysine, 0.3%	C10	0.3029908761	Class D
RS2PM1	Carbon	D-Trehalose, 0.3%	C11	0.4631084488	Class C
RS2PM1	Carbon	Acetate, 0.3%	C12	0.2581897518	Class D
RS2PM1	Carbon	L-Alanine, 0.3%	D1	0.2952544954	Class D
RS2PM1	Carbon	L-Arabinose, 0.3%	D2	0.4688527783	Class C
RS2PM1	Carbon	L-Threonine, 0.3%	D3	0.3162267695	Class D
RS2PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.3223551722	Class C
RS2PM1	Carbon	D-Ribose, 0.3%	D5	0.5704362161	Class B
RS2PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4815723899	Class C
RS2PM1	Carbon	D-Alanine, 0.3%	D7	0.400320238	Class C
RS2PM1	Carbon	L-Fucose, 0.3%	D8	0.6589887797	Class B
RS2PM1	Carbon	L-Asparagine, 0.2%	D9	0.4135610242	Class C
RS2PM1	Carbon	L-Leucine, 0.3%	D10	0.306866565	Class D
RS2PM1	Carbon	D-Aspartate, 0.2%	D11	0.3087773597	Class D
RS2PM1	Carbon	Inosine, 0.3%	D12	0.3905620338	Class C
RS2PM1	Carbon	Thymidine, 0.3%	E1	0.6292742507	Class B
RS2PM1	Carbon	Sucrose, 0.3%	E2	0.5332271841	Class B
RS2PM1	Carbon	D-Xylose, 0.3%	E3	0.6598026446	Class B
RS2PM1	Carbon	L-Cysteine, 0.3%	E4	0.3202766148	Class C
RS2PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.3123622204	Class D
RS2PM1	Carbon	D-Raffinose, 0.3%	E6	0.4464789199	Class C
RS2PM1	Carbon	D-Asparagine, 0.3%	E7	0.3136474766	Class D
RS2PM1	Carbon	i-Erythritol, 0.3%	E8	0.3126423596	Class D
RS2PM1	Carbon	D-Cysteine, 0.3%	E9	0.3116331543	Class D
RS2PM1	Carbon	L-Isoleucine, 0.2%	E10	0.3068241876	Class D
RS2PM1	Carbon	L-Cysteate, 0.3%	E11	0.2937457446	Class D
RS2PM1	Carbon	Adenosine, 0.2%	E12	0.3930835001	Class C
RS2PM1	Carbon	Xylitol, 0.3%	F1	0.3192618078	Class D
RS2PM1	Carbon	L-Glutamine, 0.3%	F2	0.4552911711	Class C
RS2PM1	Carbon	L-Rhamnose, 0.3%	F3	0.3313687059	Class C
RS2PM1	Carbon	Putrescine, 0.3%	F4	0.3048098699	Class D
RS2PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.319367454	Class D
RS2PM1	Carbon	L-Arabitol, 0.3%	F6	0.30979575	Class D
RS2PM1	Carbon	D-Glucosamine, 0.3%	F7	0.5478061678	Class B
RS2PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.3111930688	Class D
RS2PM1	Carbon	D-Glutamate, 0.2%	F9	0.3153371304	Class D
RS2PM1	Carbon	D-Arabinose, 0.3%	F10	0.3065224673	Class D
RS2PM1	Carbon	L-Tryptophan, 0.2%	F11	0.3980812681	Class C
RS2PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3642026596	Class C
RS2PM1	Nitrogen	Negative Control, 0%	G1	0.3576917335	Class C
RS2PM1	Nitrogen	Tyramine, 0.2%	G2	0.3688620055	Class C
RS2PM1	Nitrogen	Uridine, 0.3%	G3	0.3755204753	Class C
RS2PM1	Nitrogen	Inosine, 0.3%	G4	0.3808794278	Class C
RS2PM1	Nitrogen	Histamine, 0.3%	G5	0.3030934203	Class D
RS2PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.4263346896	Class C
RS2PM1	Nitrogen	Cytidine, 0.3%	G7	0.6317064147	Class B
RS2PM1	Nitrogen	Adenosine, 0.2%	G8	0.5386459097	Class B
RS2PM1	Nitrogen	L-Arginine, 0.2%	G9	0.4913181552	Class C
RS2PM1	Nitrogen	Thiourea, 0.3%	G10	0.3070815204	Class D
RS2PM1	Nitrogen	Biuret, 0.2%	G11	0.4454371101	Class C
RS2PM1	Nitrogen	Guanidine, 0.3%	G12	0.2692751806	Class D
RS2PM1	Nitrogen	L-Histidine, 0.3%	H1	0.4043505014	Class C
RS2PM1	Nitrogen	Thymine, 0.2%	H2	0.3419275294	Class C
RS2PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.4066514114	Class C
RS2PM1	Nitrogen	Allantoin, 0.2%	H4	0.5035203665	Class B
RS2PM1	Nitrogen	Adenine, 0.2%	H5	0.3805135877	Class C
RS2PM1	Nitrogen	Glycine, 0.3%	H6	0.392177669	Class C
RS2PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.336881321	Class C
RS2PM1	Nitrogen	L-Proline, 0.2%	H8	0.517299763	Class B
RS2PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3079506601	Class D
RS2PM1	Nitrogen	Cytosine, 0.2%	H10	0.3238669735	Class C
RS2PM1	Nitrogen	D-Valine, 0.2%	H11	0.4003058248	Class C
RS2PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.3864152425	Class C
RS30PM1A	Carbon	Propionic Acid, 0.3%	A1	0.2548938373	Class D
RS30PM1A	Carbon	L-Glutamate, 0.3%	A2	0.288040339	Class D
RS30PM1A	Carbon	D-Glucose, 0.3%	A3	1.2561871966	Class A
RS30PM1A	Carbon	Potasium Sorbate, 0.3%	A4	0.30483975	Class D
RS30PM1A	Carbon	Lactulose, 0.3%	A5	0.2816179676	Class D
RS30PM1A	Carbon	Glycerol, 0.3%	A6	0.963511548	Class A
RS30PM1A	Carbon	Myo-Inositol, 0.3%	A7	0.9473115315	Class A
RS30PM1A	Carbon	D-Serine, 0.3%	A8	0.7177156487	Class B
RS30PM1A	Carbon	D-Galactose, 0.3%	A9	0.9001253295	Class A
RS30PM1A	Carbon	Oxalate, 0.2%	A10	0.260789007	Class D
RS30PM1A	Carbon	Malate, 0.3%	A11	0.5681785283	Class B
RS30PM1A	Carbon	L-Methionine, 0.2%	A12	0.2671451259	Class D
RS30PM1A	Carbon	Glycine, 0.3%	B1	0.2898270544	Class D
RS30PM1A	Carbon	Negative Control, 0%	B2	0.3566798604	Class C
RS30PM1A	Carbon	Quinic Acid, 0.3%	B3	0.3309924219	Class C
RS30PM1A	Carbon	Sodium Succinate, 0.3%	B4	0.7445925508	Class B
RS30PM1A	Carbon	Dulcitol, 0.3%	B5	0.3710913819	Class C
RS30PM1A	Carbon	Alpha-D-Glucose, 0.3%	B6	1.2273983295	Class A
RS30PM1A	Carbon	L-Xylose, 0.3%	B7	0.365468516	Class C
RS30PM1A	Carbon	L-Aspartate, 0.2%	B8	0.4967757791	Class C
RS30PM1A	Carbon	D-Fructose, 0.3%	B9	1.148703071	Class A
RS30PM1A	Carbon	L-Valine, 0.2%	B10	0.3274947655	Class C
RS30PM1A	Carbon	Sodium Pyruvate, 0.3%	B11	0.7801563756	Class A
RS30PM1A	Carbon	Lactate, 0.3%	B12	0.7933690042	Class A
RS30PM1A	Carbon	Citrate, 0.3%	C1	0.8879617943	Class A
RS30PM1A	Carbon	D-Mannose, 0.3%	C2	1.0434639377	Class A
RS30PM1A	Carbon	L-Serine, 0.3%	C3	0.656477196	Class B
RS30PM1A	Carbon	D-Salicin, 0.3%	C4	1.0561454766	Class A
RS30PM1A	Carbon	D-Cellubiose, 0.3%	C5	0.5504803639	Class B
RS30PM1A	Carbon	Adonitol, 0.3%	C6	0.3969701711	Class C
RS30PM1A	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1857305772	Class A
RS30PM1A	Carbon	L-Sorbose, 0.3%	C8	0.3910590671	Class C
RS30PM1A	Carbon	D-Arabitol, 0.3%	C9	0.3666543785	Class C
RS30PM1A	Carbon	L-Lysine, 0.3%	C10	0.3615179473	Class C
RS30PM1A	Carbon	D-Trehalose, 0.3%	C11	1.1373380994	Class A
RS30PM1A	Carbon	Acetate, 0.3%	C12	0.6155918262	Class B
RS30PM1A	Carbon	L-Alanine, 0.3%	D1	0.4878473235	Class C
RS30PM1A	Carbon	L-Arabinose, 0.3%	D2	0.9150409081	Class A
RS30PM1A	Carbon	L-Threonine, 0.3%	D3	0.3644175299	Class C
RS30PM1A	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.4795803351	Class C
RS30PM1A	Carbon	D-Ribose, 0.3%	D5	0.9614298438	Class A
RS30PM1A	Carbon	Alpha-D-Melebiose, 0.3%	D6	1.1986406352	Class A
RS30PM1A	Carbon	D-Alanine, 0.3%	D7	0.4521519775	Class C
RS30PM1A	Carbon	L-Fucose, 0.3%	D8	0.5467925896	Class B
RS30PM1A	Carbon	L-Asparagine, 0.2%	D9	0.6040598816	Class B
RS30PM1A	Carbon	L-Leucine, 0.3%	D10	0.3541382746	Class C
RS30PM1A	Carbon	D-Aspartate, 0.2%	D11	0.3404445976	Class C
RS30PM1A	Carbon	Inosine, 0.3%	D12	1.1540920691	Class A
RS30PM1A	Carbon	Thymidine, 0.3%	E1	0.6526897894	Class B
RS30PM1A	Carbon	Sucrose, 0.3%	E2	1.3344177077	Class A
RS30PM1A	Carbon	D-Xylose, 0.3%	E3	0.9802129461	Class A
RS30PM1A	Carbon	L-Cysteine, 0.3%	E4	0.4282616188	Class C
RS30PM1A	Carbon	Alpha-D-Lactose, 0.3%	E5	0.4191925249	Class C
RS30PM1A	Carbon	D-Raffinose, 0.3%	E6	1.1797202163	Class A
RS30PM1A	Carbon	D-Asparagine, 0.3%	E7	0.3855714001	Class C
RS30PM1A	Carbon	i-Erythritol, 0.3%	E8	0.3806315423	Class C
RS30PM1A	Carbon	D-Cysteine, 0.3%	E9	0.3637481463	Class C
RS30PM1A	Carbon	L-Isoleucine, 0.2%	E10	0.3709646093	Class C
RS30PM1A	Carbon	L-Cysteate, 0.3%	E11	0.3759596138	Class C
RS30PM1A	Carbon	Adenosine, 0.2%	E12	0.9861376853	Class A
RS30PM1A	Carbon	Xylitol, 0.3%	F1	0.2963135604	Class D
RS30PM1A	Carbon	L-Glutamine, 0.3%	F2	0.6716129877	Class B
RS30PM1A	Carbon	L-Rhamnose, 0.3%	F3	0.4057527662	Class C
RS30PM1A	Carbon	Putrescine, 0.3%	F4	0.6748277764	Class B
RS30PM1A	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.4226299286	Class C
RS30PM1A	Carbon	L-Arabitol, 0.3%	F6	0.4407758602	Class C
RS30PM1A	Carbon	D-Glucosamine, 0.3%	F7	0.8621076788	Class A
RS30PM1A	Carbon	L-Phenylalanine, 0.3%	F8	0.4240138049	Class C
RS30PM1A	Carbon	D-Glutamate, 0.2%	F9	0.3262201468	Class C
RS30PM1A	Carbon	D-Arabinose, 0.3%	F10	0.3740626982	Class C
RS30PM1A	Carbon	L-Tryptophan, 0.2%	F11	0.4503602753	Class C
RS30PM1A	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3951311318	Class C
RS30PM1A	Nitrogen	Negative Control, 0%	G1	0.4262374809	Class C
RS30PM1A	Nitrogen	Tyramine, 0.2%	G2	0.5550465908	Class B
RS30PM1A	Nitrogen	Uridine, 0.3%	G3	0.4177665704	Class C
RS30PM1A	Nitrogen	Inosine, 0.3%	G4	0.6371573014	Class B
RS30PM1A	Nitrogen	Histamine, 0.3%	G5	0.4949326279	Class C
RS30PM1A	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.6814234414	Class B
RS30PM1A	Nitrogen	Cytidine, 0.3%	G7	1.3522081335	Class A
RS30PM1A	Nitrogen	Adenosine, 0.2%	G8	1.2640069347	Class A
RS30PM1A	Nitrogen	L-Arginine, 0.2%	G9	1.0959368158	Class A
RS30PM1A	Nitrogen	Thiourea, 0.3%	G10	0.4707304534	Class C
RS30PM1A	Nitrogen	Biuret, 0.2%	G11	0.5078979053	Class B
RS30PM1A	Nitrogen	Guanidine, 0.3%	G12	0.5344234533	Class B
RS30PM1A	Nitrogen	L-Histidine, 0.3%	H1	1.4056894068	Class A
RS30PM1A	Nitrogen	Thymine, 0.2%	H2	0.4506683946	Class C
RS30PM1A	Nitrogen	L-Glutathione, 0.2%	H3	1.0597654804	Class A
RS30PM1A	Nitrogen	Allantoin, 0.2%	H4	0.7934523912	Class A
RS30PM1A	Nitrogen	Adenine, 0.2%	H5	1.1904071224	Class A
RS30PM1A	Nitrogen	Glycine, 0.3%	H6	0.7966557686	Class A
RS30PM1A	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.4123140621	Class C
RS30PM1A	Nitrogen	L-Proline, 0.2%	H8	0.9992269829	Class A
RS30PM1A	Nitrogen	D-Methionine, 0.2%	H9	0.3569711261	Class C
RS30PM1A	Nitrogen	Cytosine, 0.2%	H10	0.8568811538	Class A
RS30PM1A	Nitrogen	D-Valine, 0.2%	H11	0.3819553596	Class C
RS30PM1A	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	1.2360674865	Class A
RS30PM1B	Carbon	Propionic Acid, 0.3%	A1	0.1734798914	Class D
RS30PM1B	Carbon	L-Glutamate, 0.3%	A2	0.1659020691	Class D
RS30PM1B	Carbon	D-Glucose, 0.3%	A3	0.1735543568	Class D
RS30PM1B	Carbon	Potasium Sorbate, 0.3%	A4	0.1781612634	Class D
RS30PM1B	Carbon	Lactulose, 0.3%	A5	0.1808210931	Class D
RS30PM1B	Carbon	Glycerol, 0.3%	A6	0.190327372	Class D
RS30PM1B	Carbon	Myo-Inositol, 0.3%	A7	0.1738527455	Class D
RS30PM1B	Carbon	D-Serine, 0.3%	A8	0.1665967583	Class D
RS30PM1B	Carbon	D-Galactose, 0.3%	A9	0.1691492131	Class D
RS30PM1B	Carbon	Oxalate, 0.2%	A10	0.1619044081	Class D
RS30PM1B	Carbon	Malate, 0.3%	A11	0.1589253309	Class D
RS30PM1B	Carbon	L-Methionine, 0.2%	A12	0.1492688399	Class D
RS30PM1B	Carbon	Glycine, 0.3%	B1	0.1707828243	Class D
RS30PM1B	Carbon	Negative Control, 0%	B2	0.1728315398	Class D
RS30PM1B	Carbon	Quinic Acid, 0.3%	B3	0.1698234463	Class D
RS30PM1B	Carbon	Sodium Succinate, 0.3%	B4	0.1870153558	Class D
RS30PM1B	Carbon	Dulcitol, 0.3%	B5	0.1651370716	Class D
RS30PM1B	Carbon	Alpha-D-Glucose, 0.3%	B6	0.1694434899	Class D
RS30PM1B	Carbon	L-Xylose, 0.3%	B7	0.1696654851	Class D
RS30PM1B	Carbon	L-Aspartate, 0.2%	B8	0.159954778	Class D
RS30PM1B	Carbon	D-Fructose, 0.3%	B9	0.1602079807	Class D
RS30PM1B	Carbon	L-Valine, 0.2%	B10	0.1563138966	Class D
RS30PM1B	Carbon	Sodium Pyruvate, 0.3%	B11	0.1598721431	Class D
RS30PM1B	Carbon	Lactate, 0.3%	B12	0.1431435961	Class D
RS30PM1B	Carbon	Citrate, 0.3%	C1	0.1752100354	Class D
RS30PM1B	Carbon	D-Mannose, 0.3%	C2	0.1724506156	Class D
RS30PM1B	Carbon	L-Serine, 0.3%	C3	0.1709162473	Class D
RS30PM1B	Carbon	D-Salicin, 0.3%	C4	0.1656329393	Class D
RS30PM1B	Carbon	D-Cellubiose, 0.3%	C5	0.1640713956	Class D
RS30PM1B	Carbon	Adonitol, 0.3%	C6	0.1696188853	Class D
RS30PM1B	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.1710320051	Class D
RS30PM1B	Carbon	L-Sorbose, 0.3%	C8	0.1663323438	Class D
RS30PM1B	Carbon	D-Arabitol, 0.3%	C9	0.1659077245	Class D
RS30PM1B	Carbon	L-Lysine, 0.3%	C10	0.1584415565	Class D
RS30PM1B	Carbon	D-Trehalose, 0.3%	C11	0.1496936737	Class D
RS30PM1B	Carbon	Acetate, 0.3%	C12	0.1508874746	Class D
RS30PM1B	Carbon	L-Alanine, 0.3%	D1	0.1970174121	Class D
RS30PM1B	Carbon	L-Arabinose, 0.3%	D2	0.1830981926	Class D
RS30PM1B	Carbon	L-Threonine, 0.3%	D3	0.1898492052	Class D
RS30PM1B	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.1760591738	Class D
RS30PM1B	Carbon	D-Ribose, 0.3%	D5	0.1737273407	Class D
RS30PM1B	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.1747927434	Class D
RS30PM1B	Carbon	D-Alanine, 0.3%	D7	0.1715432874	Class D
RS30PM1B	Carbon	L-Fucose, 0.3%	D8	0.177245646	Class D
RS30PM1B	Carbon	L-Asparagine, 0.2%	D9	0.1755988004	Class D
RS30PM1B	Carbon	L-Leucine, 0.3%	D10	0.1717358059	Class D
RS30PM1B	Carbon	D-Aspartate, 0.2%	D11	0.1661789191	Class D
RS30PM1B	Carbon	Inosine, 0.3%	D12	0.1578776684	Class D
RS30PM1B	Carbon	Thymidine, 0.3%	E1	0.2038124941	Class D
RS30PM1B	Carbon	Sucrose, 0.3%	E2	0.1732575761	Class D
RS30PM1B	Carbon	D-Xylose, 0.3%	E3	0.1722913252	Class D
RS30PM1B	Carbon	L-Cysteine, 0.3%	E4	0.1720010888	Class D
RS30PM1B	Carbon	Alpha-D-Lactose, 0.3%	E5	0.1725155191	Class D
RS30PM1B	Carbon	D-Raffinose, 0.3%	E6	0.1752225622	Class D
RS30PM1B	Carbon	D-Asparagine, 0.3%	E7	0.1649591097	Class D
RS30PM1B	Carbon	i-Erythritol, 0.3%	E8	0.1765042551	Class D
RS30PM1B	Carbon	D-Cysteine, 0.3%	E9	0.1874125939	Class D
RS30PM1B	Carbon	L-Isoleucine, 0.2%	E10	0.1712925393	Class D
RS30PM1B	Carbon	L-Cysteate, 0.3%	E11	0.1718511185	Class D
RS30PM1B	Carbon	Adenosine, 0.2%	E12	0.1767407675	Class D
RS30PM1B	Carbon	Xylitol, 0.3%	F1	0.2128937287	Class D
RS30PM1B	Carbon	L-Glutamine, 0.3%	F2	0.1961684918	Class D
RS30PM1B	Carbon	L-Rhamnose, 0.3%	F3	0.1861951029	Class D
RS30PM1B	Carbon	Putrescine, 0.3%	F4	0.1750487265	Class D
RS30PM1B	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.1832447384	Class D
RS30PM1B	Carbon	L-Arabitol, 0.3%	F6	0.1767033945	Class D
RS30PM1B	Carbon	D-Glucosamine, 0.3%	F7	0.1754049806	Class D
RS30PM1B	Carbon	L-Phenylalanine, 0.3%	F8	0.168883932	Class D
RS30PM1B	Carbon	D-Glutamate, 0.2%	F9	0.1837177335	Class D
RS30PM1B	Carbon	D-Arabinose, 0.3%	F10	0.1806967273	Class D
RS30PM1B	Carbon	L-Tryptophan, 0.2%	F11	0.1800251806	Class D
RS30PM1B	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.1735090898	Class D
RS30PM1B	Nitrogen	Negative Control, 0%	G1	0.2252682784	Class D
RS30PM1B	Nitrogen	Tyramine, 0.2%	G2	0.211510067	Class D
RS30PM1B	Nitrogen	Uridine, 0.3%	G3	0.1944572942	Class D
RS30PM1B	Nitrogen	Inosine, 0.3%	G4	0.1936491889	Class D
RS30PM1B	Nitrogen	Histamine, 0.3%	G5	0.1829109203	Class D
RS30PM1B	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.1840409495	Class D
RS30PM1B	Nitrogen	Cytidine, 0.3%	G7	0.1830680513	Class D
RS30PM1B	Nitrogen	Adenosine, 0.2%	G8	0.1832948782	Class D
RS30PM1B	Nitrogen	L-Arginine, 0.2%	G9	0.1922692183	Class D
RS30PM1B	Nitrogen	Thiourea, 0.3%	G10	0.1875079147	Class D
RS30PM1B	Nitrogen	Biuret, 0.2%	G11	0.190872699	Class D
RS30PM1B	Nitrogen	Guanidine, 0.3%	G12	0.1800481661	Class D
RS30PM1B	Nitrogen	L-Histidine, 0.3%	H1	0.2208048561	Class D
RS30PM1B	Nitrogen	Thymine, 0.2%	H2	0.2280354602	Class D
RS30PM1B	Nitrogen	L-Glutathione, 0.2%	H3	0.2147798638	Class D
RS30PM1B	Nitrogen	Allantoin, 0.2%	H4	0.2122837128	Class D
RS30PM1B	Nitrogen	Adenine, 0.2%	H5	0.214871802	Class D
RS30PM1B	Nitrogen	Glycine, 0.3%	H6	0.2244087212	Class D
RS30PM1B	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2152831749	Class D
RS30PM1B	Nitrogen	L-Proline, 0.2%	H8	0.2040914377	Class D
RS30PM1B	Nitrogen	D-Methionine, 0.2%	H9	0.2127476997	Class D
RS30PM1B	Nitrogen	Cytosine, 0.2%	H10	0.2150634216	Class D
RS30PM1B	Nitrogen	D-Valine, 0.2%	H11	0.2074127897	Class D
RS30PM1B	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.1972493912	Class D
RS3PM1A	Carbon	Propionic Acid, 0.3%	A1	0.3058986752	Class D
RS3PM1A	Carbon	L-Glutamate, 0.3%	A2	0.3206180823	Class C
RS3PM1A	Carbon	D-Glucose, 0.3%	A3	0.3125988807	Class D
RS3PM1A	Carbon	Potasium Sorbate, 0.3%	A4	0.3147050671	Class D
RS3PM1A	Carbon	Lactulose, 0.3%	A5	0.2610442372	Class D
RS3PM1A	Carbon	Glycerol, 0.3%	A6	0.3379249992	Class C
RS3PM1A	Carbon	Myo-Inositol, 0.3%	A7	0.313356024	Class D
RS3PM1A	Carbon	D-Serine, 0.3%	A8	0.2964291416	Class D
RS3PM1A	Carbon	D-Galactose, 0.3%	A9	0.3227188853	Class C
RS3PM1A	Carbon	Oxalate, 0.2%	A10	0.2206021899	Class D
RS3PM1A	Carbon	Malate, 0.3%	A11	0.2884084785	Class D
RS3PM1A	Carbon	L-Methionine, 0.2%	A12	0.2059288839	Class D
RS3PM1A	Carbon	Glycine, 0.3%	B1	0.2424432148	Class D
RS3PM1A	Carbon	Negative Control, 0%	B2	0.2468331208	Class D
RS3PM1A	Carbon	Quinic Acid, 0.3%	B3	0.2257063535	Class D
RS3PM1A	Carbon	Sodium Succinate, 0.3%	B4	0.4005386288	Class C
RS3PM1A	Carbon	Dulcitol, 0.3%	B5	0.3047978756	Class D
RS3PM1A	Carbon	Alpha-D-Glucose, 0.3%	B6	0.3197019577	Class D
RS3PM1A	Carbon	L-Xylose, 0.3%	B7	0.243565688	Class D
RS3PM1A	Carbon	L-Aspartate, 0.2%	B8	0.3263475995	Class C
RS3PM1A	Carbon	D-Fructose, 0.3%	B9	0.3110387355	Class D
RS3PM1A	Carbon	L-Valine, 0.2%	B10	0.2227586146	Class D
RS3PM1A	Carbon	Sodium Pyruvate, 0.3%	B11	0.3036316156	Class D
RS3PM1A	Carbon	Lactate, 0.3%	B12	0.3139125874	Class D
RS3PM1A	Carbon	Citrate, 0.3%	C1	0.2709396031	Class D
RS3PM1A	Carbon	D-Mannose, 0.3%	C2	0.331989623	Class C
RS3PM1A	Carbon	L-Serine, 0.3%	C3	0.4152030122	Class C
RS3PM1A	Carbon	D-Salicin, 0.3%	C4	0.2769251179	Class D
RS3PM1A	Carbon	D-Cellubiose, 0.3%	C5	0.3263069784	Class C
RS3PM1A	Carbon	Adonitol, 0.3%	C6	0.2556132214	Class D
RS3PM1A	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.3384293497	Class A
RS3PM1A	Carbon	L-Sorbose, 0.3%	C8	0.2316626803	Class D
RS3PM1A	Carbon	D-Arabitol, 0.3%	C9	0.2110751723	Class D
RS3PM1A	Carbon	L-Lysine, 0.3%	C10	0.2317547155	Class D
RS3PM1A	Carbon	D-Trehalose, 0.3%	C11	0.2927200224	Class D
RS3PM1A	Carbon	Acetate, 0.3%	C12	0.3763575982	Class C
RS3PM1A	Carbon	L-Alanine, 0.3%	D1	0.2943138171	Class D
RS3PM1A	Carbon	L-Arabinose, 0.3%	D2	0.3512085131	Class C
RS3PM1A	Carbon	L-Threonine, 0.3%	D3	0.2415359377	Class D
RS3PM1A	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2338261149	Class D
RS3PM1A	Carbon	D-Ribose, 0.3%	D5	0.3257994944	Class C
RS3PM1A	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.3441716596	Class C
RS3PM1A	Carbon	D-Alanine, 0.3%	D7	0.3290646401	Class C
RS3PM1A	Carbon	L-Fucose, 0.3%	D8	0.2975908666	Class D
RS3PM1A	Carbon	L-Asparagine, 0.2%	D9	0.3452973979	Class C
RS3PM1A	Carbon	L-Leucine, 0.3%	D10	0.227110661	Class D
RS3PM1A	Carbon	D-Aspartate, 0.2%	D11	0.2297605904	Class D
RS3PM1A	Carbon	Inosine, 0.3%	D12	0.2976802746	Class D
RS3PM1A	Carbon	Thymidine, 0.3%	E1	0.4404528568	Class C
RS3PM1A	Carbon	Sucrose, 0.3%	E2	0.4083376397	Class C
RS3PM1A	Carbon	D-Xylose, 0.3%	E3	0.4553612315	Class C
RS3PM1A	Carbon	L-Cysteine, 0.3%	E4	0.2492952587	Class D
RS3PM1A	Carbon	Alpha-D-Lactose, 0.3%	E5	0.2827073129	Class D
RS3PM1A	Carbon	D-Raffinose, 0.3%	E6	0.2992366754	Class D
RS3PM1A	Carbon	D-Asparagine, 0.3%	E7	0.2346007354	Class D
RS3PM1A	Carbon	i-Erythritol, 0.3%	E8	0.2582915806	Class D
RS3PM1A	Carbon	D-Cysteine, 0.3%	E9	0.2410711316	Class D
RS3PM1A	Carbon	L-Isoleucine, 0.2%	E10	0.2395734415	Class D
